JOB TITLE,COMPANY,SALARY,LOCATION,SUMMARY,POST DATE,EXTRACT DATE,JOB URL
Dot Net Developer,Misha Infotech Private Limited,"₹50,000 a month",,"Strong web development experience in Asp.net 3.5/4.0/4.5, MVC 3/4/5, Web Api, Linq, CSS3, Html5,JQuery, Javascript.
To design, develop and implement the critical application for.",2 days ago,2021-06-18,https://www.indeed.com/company/Misha-Infotech-Private-Limited/jobs/Dot-Net-Developer-5ea96ed6b6f4541e?fccid=2fc699882b32700f&vjs=3
Java Developer,K8 School,"₹4,50,000 a year",,"They are responsible for designing and developing software applications using the Java programming language.
Working with other team members, and they are involved in every stage of the development…",30+ days ago,2021-06-18,https://www.indeed.com/company/K8-School/jobs/Java-Developer-8dc398a3fc0a827f?fccid=5db71ee2fa6bd754&vjs=3
Software Testing Engineer,FarEye,,,"As a QA at FarEye, you will be having an in-depth understanding of the business domain, customer needs and come up with possible solutions that might solve business problems yet who also has deep…",30+ days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=cbc25bf94d5196ff&fccid=1f8c28c0f5f68d48&vjs=3
PHP Wordpress Developer,Jabdeal private limited,"₹9,625 - ₹40,000 a month",,"Plan , Design, and develop new features and functionality for our web -based software applications.
Assist in project planning and work with the project manager to manage the assigned task.",Today,2021-06-18,https://www.indeed.com/company/Jabdeal/jobs/PHP-Wordpress-Developer-2a291350c09aee9a?fccid=664e0f75ebbe061d&vjs=3
Noida Report Developer,eMDs,,,"This position works directly with Product Analysts, Quality Assurance Analysts, as well as other team members to produce quality reports in a timely manner.
Experience with version control software.",30+ days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=c62b9a4954e5e039&fccid=a24cb3bc75d46308&vjs=3
Node js developer,Antino Labs,"₹4,00,000 - ₹9,00,000 a year",,"Experience creating backend using Node.JS.
Software development: 1 year (Preferred).
Experience with modern frameworks and design pattern.
Hands on experience with JavaScript Development on both…",5 days ago,2021-06-18,https://www.indeed.com/company/Antino-Labs/jobs/Node-Js-Developer-1cbaa8279edc0125?fccid=7a274369650c81a8&vjs=3
Sr. Software Developer,VRVirtual,,,"Should have worked on cloud, web based multi-user environment using .
Should be in habit of constantly upgrading knowledge levels and learning new things.
Willing to take Initiative.",30+ days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=d14ec2ceac1eb855&fccid=1dd5da5c058efd63&vjs=3
PHP Developer,ITIO INNOVEX PVT LTD,"₹25,000 - ₹70,000 a month",,"Should have good knowledge of design patterns.
Person should have the experience of working on an ERP, Developing modules and preferably guiding a team.
Software development: 2 years (Preferred).",1 day ago,2021-06-18,https://www.indeed.com/company/EskayDesk-Solutions-Pvt-Ltd/jobs/PHP-Developer-7b7833faa41a7c0b?fccid=0ef3bd9937fc1f10&vjs=3
Website Designer and Developer,SAS Digital Marketing Company,"₹3,000 - ₹5,000 a month",,"Help research and document design patterns to communicate and share design decisions with Engineering and other designers.
Apply the best design aesthetics, while effectively managing trade-offs…",4 days ago,2021-06-18,https://www.indeed.com/company/SAS-Digital-marketing-Company/jobs/Website-Designer-Developer-33aa84593db4c336?fccid=a97572705b924e1e&vjs=3
Backend Developer (.Net Core),MICEWERKZ PTE LTD,"₹3,85,683 - ₹16,37,981 a year",,".Net project under an Agile /Scrum methodology and extensively used.
Minimum 3-8 years experience in asp.net core.
Travel System: 3 years (Preferred).
Web API: 3 years (Preferred).",1 day ago,2021-06-18,https://www.indeed.com/company/MACTUS-LIVE-PTE.-LTD./jobs/Backend-Developer-a1bcdc18ab6a4a75?fccid=f7093d79b4201a8c&vjs=3
Android Developer,Easy Trip Planners Pvt. Ltd,"₹30,000 - ₹75,000 a month",,"2.Collaborate with cross-functional teams to define, design, and ship new features.
3.Work with outside data sources and APIs.
3.Have published at least one original Android app.",27 days ago,2021-06-18,https://www.indeed.com/company/Easy-Trip-Planners-Pvt.-Ltd/jobs/Android-Developer-d1577a93f84ca83d?fccid=7edea054a6cfae9e&vjs=3
Full Stack Developer,Liberin Technologies Private Limited,"₹25,000 - ₹40,000 a month",,"It began with digital transformation, IT services and Content Management leading to the design and develop customized software applications using cloud and mobile technology.",4 days ago,2021-06-18,https://www.indeed.com/company/Liberin-Technologies-Private-Limited/jobs/Full-Stack-Developer-8042cb51f7c065a3?fccid=afe9495b60d1c16d&vjs=3
TSYS Senior Developer,Barclays,,,O Statement Message and Insert Builds – translate business strategies into technical DST (Statement Print Vendor) designs; utilization of front end GUI system to define business rules and targeting…,3 days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=d455c486ff1ab5ff&fccid=057abf3fd357e717&vjs=3
PHP & Wordpress Developer,Thor Solutions,"₹13,306 - ₹35,860 a month",,"Good interpersonal communication skills and ability to communicate properly and timely.
Compensation will be based on skillset & experience.
Extensive knowledge of web application security.",18 days ago,2021-06-18,https://www.indeed.com/company/Thor-Solutions/jobs/PHP-Wordpress-Developer-55f32aac46028c18?fccid=52c176ba75f3eea2&vjs=3
Frontend Developer (Angular),Iraitech Innovations & Tehcnologies Pvt.Ltd,"₹2,40,000 - ₹6,00,000 a year",,"The ideal candidate will be responsible for implementing the frontend design based on project requirements, implement the logic, optimize the code and debug the code for any software defects.",29 days ago,2021-06-18,https://www.indeed.com/company/Iraitech-Innovations-&-Tehcnologies-Pvt.Ltd/jobs/Frontend-Developer-3229e57e420454c6?fccid=2f3d03dbe7a156cf&vjs=3
Software Engineer (c++ developer),Jangoo Technologies,"₹7,00,000 a year",,"Experience: * Candidate should have minimum 4 years of experience.
In C++: 4 years (Preferred).
Must have good C++ programming language , Linux/Unix OS, QT Programming platform.",14 days ago,2021-06-18,https://www.indeed.com/company/Jangoo-Technologies/jobs/Software-Engineer-b128233d3811d019?fccid=194bb6581e6d5c64&vjs=3
Process Developer - Travel & Living,Genpact,,,"Inviting applications for the role of Process Developer, Travel & Living.
This role demands taking care of entire travel and living process for Genpact Globally.
Handle a team and liaise with vendors.",15 days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=232ef6bbcd91b56a&fccid=afe30394bfba1470&vjs=3
Web Developer (PHP),Team Inventive,"₹8,000 - ₹18,000 a month",,"Your primary focus will be the development of all server-side logic, definition and maintenance of the central database, and ensuring high performance and responsiveness to requests from the...",30+ days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=f882ccb528a638a6&fccid=ace3878bec7952aa&vjs=3
ANDROID DEVELOPER,lepton software,,,"Ability to design applications around natural user interfaces, such as “touch”.
Strong knowledge of Android UI design principles, patterns, and best practices.
4-5 Years of IT experience.",24 days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=2efce8e3d2405d93&fccid=eaa679b6ec8b09f1&vjs=3
Dot Net Developer ( .NET MVC),CIYA Technologies,"₹15,000 - ₹25,000 a month",,"Selecting and using the most appropriate and efficient technologies.
Knowledge in Responsive Web Designing using Bootstrap CSS and Extensive Knowledge on Microsoft Visual Studio 2017.",20 days ago,2021-06-18,https://www.indeed.com/company/CIYA-Technologies/jobs/Dot-Net-Developer-c2973ed6844bec4f?fccid=21c49d9fbced3174&vjs=3
Android Developer,Meentosys Pvt Ltd,"₹15,000 - ₹30,000 a month",,"Collaborate with cross-functional teams to define, design, and ship new features.
At least 3 years of working experience with Java and/or Kotlin and Android SDK.
Familiar with the Android SDK.",2 days ago,2021-06-18,https://www.indeed.com/company/Meentosys-Pvt-Ltd/jobs/Android-Developer-1b38c38e46646b53?fccid=9470801897886a39&vjs=3
Software Engineer,CarDekho,,,"Job Description: Software Engineer Experience Range: 1 - 3 years Educational Qualifications: B.Tech/B.E, Skills Required: Software Development, Job Code: KL…",30+ days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=11a78ce90fe03090&fccid=b77d84178e8665e5&vjs=3
Software Development Engineer - II - Full stack,TO THE NEW,"₹12,00,000 a year",,"Integration of user-facing elements developed by front-end developer with server side logic.
Developer will also be responsible for integrating the front-end elements built by co-workers into the…",1 day ago,2021-06-18,https://www.indeed.com/company/TO-THE-NEW/jobs/Software-Development-Engineer-5f5f782a580742f5?fccid=f27c8606aa3c3b73&vjs=3
Software Engineer-ST,QuEST Global Engineering,,,"Run risk-based, scenario-based, and exploratory testing sessions.
Understanding of Hardware software integration and installation activities.
Track and understand changes in Onboard System and SW…",24 days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=31b681cfd5a92cf1&fccid=ad3813e46e9342cd&vjs=3
Python/Django Developer,Fluper LTD,"₹19,598 - ₹50,541 a month",,"Integrate user-facing elements into applications.
Coordinate with internal teams to understand user requirements and provide technical solutions.
Develop back-end components to improve responsiveness…",30+ days ago,2021-06-18,https://www.indeed.com/company/Fluper-LTD/jobs/Python-Django-Developer-1138be84c93d8e4a?fccid=6899c88f9e37324f&vjs=3
Drupal Developer,Wildnet Technologies,"₹50,000 - ₹75,000 a month",,"Entire web development process, including design, module development and deployment, with back-end.
We are looking for a Drupal full stack developer responsible for front-end and backend.",30+ days ago,2021-06-18,https://www.indeed.com/company/Wildnet-Technologies/jobs/Drupal-Developer-40ca0f078260ef20?fccid=0a24fad8d001a72f&vjs=3
Process Developer - Order Management,Genpact,,,"Deliver quality customer service by researching and responding to all internal & external stakeholders’ inquiries quickly, effectively and professionally.
Good people and customer handling skills.",8 days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=a01cfc2211cf7270&fccid=afe30394bfba1470&vjs=3
Software Engineer,Anix Inventive Pvt. Ltd,"₹20,000 - ₹32,000 a month",,"2-4 years of experience in software development ( Web ).
Software development: 2 years (Preferred).
NET, SQL, MySQL and server.
Able to solve the issues of web application.",30+ days ago,2021-06-18,https://www.indeed.com/company/Anix-Inventive-Pvt.-Ltd/jobs/Software-Engineer-1960e283f7945a59?fccid=39d88bcbee229490&vjs=3
UI Developer,McCoy Mart,,,"Build reusable code and libraries for future use.
Optimize application for maximum speed and scalability.
Optimize existing user interface designs.
Ensure the technical feasibility of UI/UX designs.",30+ days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=043b1eb84b12cc1b&fccid=429873d709b2cc76&vjs=3
PHP Developer (100% Remote),Bold Business,,,We are looking to hire a talented PHP Developer with 5+ years of experience to manage our back-end services and ensure a seamless interchange of data between the server and our users.,30+ days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=f4173bb812f96ca9&fccid=f8cff51ef12108db&vjs=3
PHP Developer (100% Remote),Bold Business,,,We are looking to hire a talented PHP Developer with 5+ years of experience to manage our back-end services and ensure a seamless interchange of data between the server and our users.,30+ days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=f4173bb812f96ca9&fccid=f8cff51ef12108db&vjs=3
AngularJS Developer,Unyscape infocom PVT LTD,"₹2,76,076 - ₹11,46,721 a year",,"· Hands on experience with JavaScript Developmenton both client and server-side.
A basic understanding of front-end technologies.
· Hands on experience in , , Angular, Java Script, HTML/CSS.",30+ days ago,2021-06-18,https://www.indeed.com/company/Unyscape-infocom-PVT-LTD/jobs/Angularj-Developer-f7f71a530f62021b?fccid=b891e65d9827525e&vjs=3
Software Engineer - PHP Developer,CCS Computers,,,"Build and implement front-end web applications and back-end services that integrate with other products.
Design and develop of websites and applications in PHP using Laravel Framework.",30+ days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=0ba40eff8a2b4a02&fccid=87bb0bbd8857f57d&vjs=3
Consultant - SQL Developer,Genpact,,,"Writing the queries required for front-end applications such as websites, various desktop applications, or several cloud apps.
Working experience on how SQL server is used by front-end applications.",3 days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=240161cf316c2ca3&fccid=afe30394bfba1470&vjs=3
Software Engineering Manager,Aristocrat Technologies,,,"Expertise in the full software/project life cycle, including specifications, requirements analysis, design/architecture, implementation, testing, and maintenance.
Good to have gaming background.",30+ days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=5c17ce422e864e97&fccid=19fcd6b7063fbed4&vjs=3
Web Developer,FourthPointer Services Pvt. Ltd.,"₹20,000 - ₹35,000 a month",,"Tech-savvy professional, who is curious about new designing technologies and aspires to combine usability with visual design.
Help back-end developers with coding and troubleshooting.",27 days ago,2021-06-18,https://www.indeed.com/company/FourthPointer-Services-Pvt.-Ltd./jobs/Web-Developer-90fab7c2d710e000?fccid=8c90911a07891827&vjs=3
React Developer,GalaxyCard,"₹15,00,000 a year",,"Design and build applications/ components using open source technology.
Collaborate with cross-functional teams to define, design, and ship new features.
Work with outside data sources and API's.",2 days ago,2021-06-18,https://www.indeed.com/company/Galaxy-Card/jobs/React-Developer-c4493ffc8a856256?fccid=7a015fd9c6d8b731&vjs=3
Full Stack Developer (Remote),SquareBoat,"₹6,00,000 a year",,"Write high quality code on cutting-edge technology stacks including Laravel, Nodejs, Python, React, Angular, MySQL, MongoDB, Firebase, Elastic Search, Docker, AWS etc.
Job Types: Full-time, Walk-In.",2 days ago,2021-06-18,https://www.indeed.com/company/Squareboat/jobs/Full-Stack-Developer-7e54919bf9d6df94?fccid=8ccb5f2c35e78d97&vjs=3
